,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
1519,London,2020-05-24 15:58:03,"I listened song help #depression help get go day. When finished, I though song’s good message government handling #Coronavirus situation. It’s @killingjokeband’s ‘Money Not Our God’",0.5574,1,positive
1520,"Lima, Ohio",2020-05-24 15:54:56,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1521,"California, USA",2020-05-24 15:53:59,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1522,Kohima,2020-05-24 15:53:57,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1523,"Miami Beach, FL",2020-05-24 15:50:00,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1524,"Salt Lake City, UT",2020-05-24 15:46:14,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1525,"Quahog, New England ",2020-05-24 15:45:04,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1526,,2020-05-24 15:43:26,"As get ready cascade small business failures likely accompany #COVID19 #Fed engineered soft-landing #depression read 1992 #TheCrucialEra which, among things, details #America emerged #GreatDepression fell love w/#oligopolies https://t.co/52xgIuRmtA",0.0,0,neutral
1527,,2020-05-24 15:42:03,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1528,"Florida, USA",2020-05-24 15:40:12,A #shoutout Tatiana courage speak steps life following #MentalIllness diagnosis: https://t.co/K5wupEsI8n A message hope facing hardship #covid19. 💛 #BreakTheSilence #SpeakUpSpeakOut https://t.co/pM67YNCZ8F,0.5859,1,positive
1529,"Gunn ,Alberta",2020-05-24 15:39:11,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1530,"Iowa, USA",2020-05-24 15:36:19,COVID-19 spread quickly several #psychiatric #hospitals across USA. New Jersey’s 4 state psychiatric hospitals 240 confirmed cases &amp; 5 fatalities. #COVID #mentalillness https://t.co/fivcDv71mE,-0.5994,-1,negative
1531,North Carolina,2020-05-24 15:36:00,"Dealing #COVID19 stressful people. Be sure take time check friends loved ones, importantly, CHECK ON YOURSELF. #stress #selfcare https://t.co/bz7Kv5GhiL",0.6705,1,positive
1532,United States,2020-05-24 15:34:14,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,-1,negative
1533,🇨🇦🇮🇳,2020-05-24 15:32:46,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1534,"ontario, canada",2020-05-24 15:25:14,"Clementine Ford ""Coronavirus killing men fast enough"" Live Now https://t.co/qJUKKO7bU2 #COVIDー19 #Covid19 #Coronavirus #MaleFragility #ClementineFord #ToxicFeminism #Feminism #MentalHealth #MensHealth #Disgusting #Pathetic #Depression #SingleParents #Clementine",-0.9451,-1,negative
1535,"Morgantown, WV",2020-05-24 15:21:20,This happens close entire global economy based faulty data bad models turned inaccurate. #covid #CoronavirusPandemic #coronavirus #covid19 #virus #COVIDー19 #pandemic #lockdown #quarantine #recession #depression #economy #economics https://t.co/J5qxZ4p6ku,-0.9062,-1,negative
1536,Partout,2020-05-24 15:18:40,@ChinaDaily SO #tests used far BOGUS ↗️cases #Coronavirus worldwide ?? If believe PREVIOUS tweet 👆+ one ?? ALL tests used INFLATE numbers test WHAT ? #stress exosomes according DECENT #doctors since real tests ready ? #BBC #derspiegel,-0.3094,-1,negative
1537,"Texas, USA",2020-05-24 15:10:07,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1538,"Washington, DC",2020-05-24 15:08:29,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1539,"Solihull, UK",2020-05-24 15:08:05,Too much #stress &amp; #anxiety? Need #hope #cope? Try #goodnews God... #Sunday - Paul speaks Roman governor #faith. #Read @ https://t.co/kagS4PuC65 #coronavirus #LockdownLevel4 #Lockdownextention #pray #bereavement #SundayThoughts #sundayvibes https://t.co/tf4UYcQVH6,0.7149,1,positive
1540,,2020-05-24 15:07:54,"https://t.co/WdAmvDZQWx empowering,emotional, easy remember #domainname business #depression treatment, #anxiety relief, #mentalhealth Buy ASAP. #cbd #hemp #cannabis #marijuana #MedicalMarijuana #startup #entrepreneur #online #marketing #branding #Corona https://t.co/IC1cXFO52u",0.1531,1,positive
1541,Highland,2020-05-24 15:05:41,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1542,Highland,2020-05-24 15:05:39,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1543, USA,2020-05-24 15:05:20,If know!#SundayVibes #SundayMotivation #SundayService #Jesus #Christians #Sabbath #SDA #Churches #Pastors #COVID19 #coronavirus #depression #Toronto #Rappers #Actors #Teachers #Doctors #Students #AddictionRecovery #prisonministry #memorialdayweekend2020 #Prayers https://t.co/uihO9FyqOF,-0.6114,-1,negative
1544,Everywhere,2020-05-24 15:05:19,"#TheFence fenced #Covid19 . Don’t get down, go get fresh air find ways #feelgood good . Your #human ! #mtl #montréal #paranoia #insecure #anxiety #depression #514… https://t.co/pOWHr4GH0V",-0.6476,-1,negative
1545,Argyll and Bute ,2020-05-24 15:04:57,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1546,"Fort Lauderdale, FL",2020-05-24 15:00:12,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1547,london,2020-05-24 14:59:43,"Bored? Why give watch. Something positive, something different 😌😌 #bored #boredathome #Dance #music #sundayvibes #lockdown #lockdownuk #COVID19 #corona #coronavirus #PositiveVibes #positivity #help #depression #anxiety https://t.co/WMKypatuju",0.7351,1,positive
1548,"British Columbia, Canada",2020-05-24 14:59:41,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1549,,2020-05-24 14:58:05,Let’s make sure conversation COVID-19 #mentalhealth includes marginalized witness devastating impact people #mentalillness families caregivers. Call action @TheLancet https://t.co/qkSgARFYox,-0.4588,-1,negative
1550,"Hackney Wick, east London, UK",2020-05-24 14:52:36,If notice #stress levels rising reason. Our free online stress group help. Check poster connect access. @DrGilluley @HeadStartNewham @HowToEnjoyLDN @HW_Newham @NCTNewham @NewhamLondon @NHS_ELFT @scyps @NewhamMuslims #COVID19 https://t.co/OW0yMUGZCi,0.1027,1,positive
1551, USA,2020-05-24 14:51:09,"The changed, unchangeable!#SundayVibes #SundayMotivation #SundayService #Jesus #Christians #Sabbath #SDA #Churches #Pastors #COVID19 #coronavirus #depression #Toronto #Rappers #Actors #Teachers #Students #Politicians #AddictionRecovery #memorialdayweekend2020 #Prayers https://t.co/uIipeyAOrW",-0.6114,-1,negative
1552,Newham,2020-05-24 14:44:18,If notice #stress levels rising reason. Our free online stress group help. Check poster connect access. @DrGilluley @HeadStartNewham @HowToEnjoyLDN @HW_Newham @NCTNewham @NewhamLondon @NHS_ELFT @scyps @NewhamMuslims #COVID19 https://t.co/OW0yMUGZCi,0.1027,1,positive
1553,everywhere,2020-05-24 14:41:05,"The #Covid19 #Stress making #stock emerge stronger. Find next stock favourite analysts, #Latest #ETWealth Monday. https://t.co/QhyZHtn1n9 #StockPicks #stockstowatch https://t.co/GqYqz4lIEL",-0.0516,-1,negative
1554,"Central Harlem, Manhattan",2020-05-24 14:40:08,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1555,Newham,2020-05-24 14:34:30,Feeling overwhelmed Covid? Our amazing online group help manage wellbeing uncertain times. See poster access. @DrGilluley @DrAmarShah @HowToEnjoyLDN @NewhamLondon @NewhamMuslims @NHS_ELFT #KindnessMatters #COVID19 #BeKind #stress #depression https://t.co/bdh0D7ZMNA,-0.128,-1,negative
1556,Indianapolis Indiana,2020-05-24 14:33:00,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
1557,"New Delhi, India",2020-05-24 14:30:00,"The #Covid19 #Stress making #stock emerge stronger. Find next stock favourite analysts, #Latest #ETWealth Monday. https://t.co/QhyZHtn1n9 #StockPicks #stockstowatch https://t.co/GqYqz4lIEL",-0.0516,-1,negative
1558,"Atlanta, GA, USA ",2020-05-24 14:29:59,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1559,"Consequence, USA",2020-05-24 14:26:55,Is Coronavirus harming mental health? Take quiz find out. #COVID #COVIDー19 #MentalHealthAwarenessMonth # mentalhealth #coronavirus #stress #anxiety #SaturdayMood https://t.co/r2diTe1v8O https://t.co/4wTAyNMgMq,-0.7964,-1,negative
1560,"Taplow, Maidenhead",2020-05-24 14:23:02,Engaging team online | LinkedIn https://t.co/O6xe2jrHNK #anxious #mentalhealth #change #selfcare #relax #wellness #wellbeing #stress #coronavirus #struggling #therapist #sleep #selfisolation #hypnotherapy #depression #nervous #coaching https://t.co/SWrHze8lrl,-0.6369,-1,negative
1561,Edmonton,2020-05-24 14:16:05,The economic crisis expose decade’s worth corporate fraud https://t.co/HA3XmhPchn #COVID19 #CoronaVirusUpdates #CoronavirusPandemic #CoronavirusOutbreak #COVID #StayAtHomeSaveLives #economy #recession #depression #economy,-0.9337,-1,negative
1562,,2020-05-24 14:15:09,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1563,"Garden City, N.Y.",2020-05-24 14:12:03,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1564,"California, USA",2020-05-24 14:05:11,"New BHTY Blog: Emotional Wellness Times #COVID19 19 - Shanmugavel Sankaran @NixWhistle https://t.co/Dghz6A3V9a An #entrepreneur's perspective #solution ""dealing lot #stress https://t.co/iExYpmpOxp",0.4588,1,positive
1565,Canada,2020-05-24 14:01:20,Managing Employee #Stress Anxiety During #Coronavirus | Psychology Today https://t.co/cKJgSsbhCr via @PsychToday #leadership #management,-0.5423,-1,negative
1566,"California, USA",2020-05-24 13:59:50,"New BHTY Blog: Emotional Wellness Times #COVID19 19 - Shanmugavel Sankaran @NixWhistle https://t.co/Dghz6A3V9a An #entrepreneur's perspective #solution ""dealing lot #stress https://t.co/iExYpmpOxp",0.4588,1,positive
1567,,2020-05-24 13:58:39,You confidently stand 6 FT apart lane CBD-ID natural oil. #cbdid #cbdidhempcom #cbdoil #AMcbdoil #PMcbdoil #Exclusivecbdoil #cbg #stay6ftapart #cancer #anxiety #ocd #love #covid19 #corona #foodsuppliment #cbg #depression #bipolar #alzheimer #cannabis #anorexia https://t.co/e63i4ah6jJ,0.0,0,neutral
1568,United States,2020-05-24 13:54:06,"New BHTY Blog: Emotional Wellness Times #COVID19 19 - Shanmugavel Sankaran @NixWhistle https://t.co/Dghz6A3V9a An #entrepreneur's perspective #solution ""dealing lot #stress https://t.co/iExYpmpOxp",0.4588,1,positive
1569,Florida,2020-05-24 13:54:01,Just dropped constriction worker complaining 3 months without work... Or income #florida #COVID19 state n others? #capitalism #usa #depression #QuarantineLife,-0.6705,-1,negative
1570,"Boston, England",2020-05-24 13:52:22,"@LPFTNHS @thelincolnite @skinner3_s We still accepting referrals telephone internet based treatments COVID-19 lockdown. If struggling anxiety depression, refer via website https://t.co/rqzQy3ld4U #mentalhealth #anxiety #depression",-0.875,-1,negative
1571,,2020-05-24 13:49:40,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1572,"New Haven, CT",2020-05-24 13:43:53,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1573,"Boulder, CO",2020-05-24 13:42:04,"""As Americans settle so-called 'new normal,' adrenaline drop away bodies start allow access emotional pain experiencing."" https://t.co/2CQRVjQqtr #COVID19 #mentalhealth #depression",-0.765,-1,negative
1574,Everywhere To Retweet You,2020-05-24 13:41:12,Hope smile today. Hope fine even though #COVID19. I’m thinking you. I know it’s harder #panic #depression #anxiety . Tell friend it’s gonna b ok. We make it. #hug friend need. #SundayMotivation #MentalHealthAwareness https://t.co/a5SiK41CRI,0.872,1,positive
1575,love my USA,2020-05-24 13:39:35,Hope smile today. Hope fine even though #COVID19. I’m thinking you. I know it’s harder #panic #depression #anxiety . Tell friend it’s gonna b ok. We make it. #hug friend need. #SundayMotivation #MentalHealthAwareness https://t.co/a5SiK41CRI,0.872,1,positive
1576,"Durham, NC",2020-05-24 13:33:33,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1577,"Detroit, MI",2020-05-24 13:27:03,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1578,"Illinois, USA",2020-05-24 13:18:36,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,-1,negative
1579,,2020-05-24 13:12:06,Tips cope stress COVID-19. #covid19 #stress #mentalhealth #anxiety #MentalHealthAwarenessMonth https://t.co/7IJemRULAW,-0.743,-1,negative
1580,東京,2020-05-24 13:04:20,"Stressed? Um, course are! Did know applying bit Whole Brain® Thinking situation help combat certain stressors? It's true. Learn more! #wholebrainthinking #stress #stressmanagement https://t.co/4QTzDKhq24",-0.6511,-1,negative
1581,Forfar,2020-05-24 13:02:52,"#MentalHealthAwarenessMonth @LouisLessig @talkworkculture @PauseAndNotice Around🌎🌍#coronavirus has⬆️stress, 70% #USA say so➕before pandemic $1Trillion lost productivity globally #anxiety #depression We don’t need plan need Action! https://t.co/s4DboYg02a",-0.7901,-1,negative
1582,"Orlando, Florida, USA",2020-05-24 13:01:38,No One Is Actually Learning Because We Are All Grieving https://t.co/iyL80u7SGo #schoolrubric #coronavirus #covid-19 #distancelearning #grief #stress #trauma #wellness via @atheadavis @schoolrubric https://t.co/BhZGjlXXg2,-0.886,-1,negative
1583,USA,2020-05-24 13:01:01,"Stressed? Um, course are! Did know applying bit Whole Brain® Thinking situation help combat certain stressors? It's true. Learn more! #wholebrainthinking #stress #stressmanagement https://t.co/4QTzDKhq24",-0.6511,-1,negative
1584,,2020-05-24 12:40:31,"POC “are likely white adults report significant stressors life result coronavirus pandemic, namely getting coronavirus (71% vs. 59%...), basic needs (61% vs. 47%), access health care services (59% vs. 46%).” #stress https://t.co/hoFr6YhvvB",-0.2263,-1,negative
1585,"England, United Kingdom",2020-05-24 12:38:36,"@LPFTNHS @thelincolnite @skinner3_s We still accepting referrals telephone internet based treatments COVID-19 lockdown. If struggling anxiety depression, refer via website https://t.co/rqzQy3ld4U #mentalhealth #anxiety #depression",-0.875,-1,negative
1586,"Lincoln, England",2020-05-24 12:29:11,"@LPFTNHS @thelincolnite @skinner3_s We still accepting referrals telephone internet based treatments COVID-19 lockdown. If struggling anxiety depression, refer via website https://t.co/rqzQy3ld4U #mentalhealth #anxiety #depression",-0.875,-1,negative
1587,"Lincoln, England",2020-05-24 12:28:39,"@LPFTNHS @thelincolnite @skinner3_s We still accepting referrals telephone internet based treatments COVID-19 lockdown. If struggling anxiety depression, refer via website https://t.co/rqzQy3ld4U #mentalhealth #anxiety #depression",-0.875,-1,negative
1588,"Waltham, MA",2020-05-24 12:26:28,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1589,"Pennsylvania, USA",2020-05-24 12:25:45,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1590,"Washington, DC",2020-05-24 12:02:46,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1591,Toronto,2020-05-24 11:48:23,Why Economy Is Headed Post-#Coronavirus #Depression https://t.co/7QTvufNHxG,-0.5719,-1,negative
1592,"Huntley, IL",2020-05-24 11:39:41,Life COVID-19: Making space growth https://t.co/0rEN8zaVh0 via @APA #www.drpetemarcelo.org #anxiety #health #stress #counseling #therapy #mentalhealth #marriagecounseling #depression #bipolar #mindfulness #psychologist #iep #cbt #Huntley #il #The Marcelo’s Farm,-0.6808,-1,negative
1593," Sydney, Australia",2020-05-24 11:34:18,Centre Emotional Health’s Dr Anna McKinnon discusses key strategies teachers educators help students #depression. https://t.co/qTBQEnmScn. Visit https://t.co/lEsEpo7O2r! website information. #WeveGotThisCovered @PsyMQ #COVID19 https://t.co/PddLMEzj8R,-0.1759,-1,negative
1594,"England, United Kingdom",2020-05-24 11:32:42,As #MentalHealthAwarenessWeek draws close timely reminder @WeAreWithYou worthy consideration #covid19 #lockdown The intrinsic links #depression #alcohol consumption present impacts #addiction #recovery #mentalhealth https://t.co/lvJVDIJqkf,-0.2023,-1,negative
1595,"Huntley, IL",2020-05-24 11:17:08,Life COVID-19: Making space growth https://t.co/0rEN8zaVh0 via @APA #www.drpetemarcelo.org #anxiety #health #stress #counseling #therapy #mentalhealth #marriagecounseling #depression #bipolar #mindfulness #psychologist #iep #cbt #Huntley #il #The Marcelo’s Farm,-0.6808,-1,negative
1596,"Huntley, IL",2020-05-24 11:16:29,Life COVID-19: Making space growth https://t.co/0rEN8zaVh0 via @APA #www.drpetemarcelo.org #anxiety #health #stress #counseling #therapy #mentalhealth #marriagecounseling #depression #bipolar #mindfulness #psychologist #iep #cbt #Huntley #il #The Marcelo’s Farm,-0.6808,-1,negative
1597,"North Ryde, Sydney",2020-05-24 11:16:19,Centre Emotional Health’s Dr Anna McKinnon discusses key strategies teachers educators help students #depression. https://t.co/qTBQEnmScn. Visit https://t.co/lEsEpo7O2r! website information. #WeveGotThisCovered @PsyMQ #COVID19 https://t.co/PddLMEzj8R,-0.1759,-1,negative
1598,,2020-05-24 11:10:51,"If don’t anyone talk to, talk me! https://t.co/ey0r7mwkaO https://t.co/jbUSZl2FSA #stress #stressrelief #stressmanagement #lifecoaching #anxiety #covid19 #stayathome #quarantine #lockdown #wellness #wellbeing #selfcare #personalgrowth #personaldevelopment https://t.co/4CGCXa19GV",-0.2244,-1,negative
1599,"England, United Kingdom",2020-05-24 10:58:58,C - Confined O Overwhelmed V Validated I Information Technology D Dependants #mentalhealthawarenessweek #mentalhealth #mentalhealthawareness #anxiety #selfcare #health #wellness #mentalhealthmatters #mentalillness #mindfulness #covid19 #covid https://t.co/RHLxC5dtmx,0.5106,1,positive
1600,"puri, Odisha, India",2020-05-24 10:55:00,"Thanks, @JigyasaTandon sparing time telling us #staypositive live happily #COVID19 #mentalhealth #anxiety #selfcare #depression #positivevibes #selflove #love #health #wellness #stress #trauma Thanks, @CsharpCorner organizing session https://t.co/HGTsKAtlfH",0.7579,1,positive
1601,,2020-05-24 10:34:19,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1602,"Manchester, England",2020-05-24 10:32:40,Full article here: https://t.co/QSik69F9jd #mentalhealth #mentalhealthawareness #anxiety #depression #selfcare #selflove #love #health #covid19 #therapy #manchester #mcr https://t.co/jPh3OxepeH,-0.0516,-1,negative
1603,SCL Latitude -33S,2020-05-24 10:26:33,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
1604,"New York, USA",2020-05-24 10:18:40,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1605,Virginia Beach,2020-05-24 10:12:02,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1606,United States,2020-05-24 10:04:12,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1607,"Los Angeles, Ca",2020-05-24 10:00:26,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1608,"Texas, USA",2020-05-24 09:58:57,Please re-Tweet committed preventing #loneliness among people living #Alzheimers disease forms #dementia. #caregiving #depression #mentalhealth #COVID19 #coronavirus https://t.co/VRahzJWhv5,-0.4939,-1,negative
1609,"New Mexico, USA",2020-05-24 09:56:54,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1610,"Westmont, IL",2020-05-24 09:15:52,"These indeed uncertain times. It important spread: love, hope, kindness, smiles, optimism positivity. We'll sure get this. #COVID19 #Coronavirus #Stress #Trauma #Anxiety #Depression #MentalHealth #mentalillness #SelfCare #PositiveMindset #Hope https://t.co/aLRPj8SwX1",0.93,1,positive
